"","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"4992",17,18,8,194,223,103
"100189296",0,0,0,1,2,1
"100189062",1,0,1,6,7,4
"100189020",0,0,0,10,4,5
"100189270",1,0,0,11,10,3
"26184",1,0,0,39,31,19
"7752",373,240,176,735,787,445
"4210",1,1,2,12,11,5
"283876",5,3,0,7,21,10
"10127",1419,943,697,1853,2206,1163
"91151",128,73,53,129,146,69
"7627",491,327,223,498,605,319
"4993",0,0,0,0,1,0
"105371059",54,29,26,47,46,32
"100463285",0,1,1,7,5,1
"54925",490,316,233,575,532,315
"7727",381,285,196,341,384,185
"146434",117,83,61,194,218,125
"79903",2263,1793,1265,1863,2210,1280
"102465134",137,111,75,123,140,74
"646174",0,1,1,5,0,4
"23059",648,441,286,519,632,346
"197358",104,73,54,107,138,75
"101929732",21,9,15,37,39,12
"105371060",58,28,26,35,53,26
"84464",1009,672,421,631,682,382
"1773",2642,2005,1447,1994,2407,1290
"10131",7972,5951,4230,5049,5915,3281
"1387",2502,1613,1112,2208,2384,1409
"102724927",8,6,3,3,8,5
"115",1467,925,677,722,792,483
"105371062",18,17,19,25,25,11
"6345",5,1,1,5,7,4
"100507501",72,60,48,67,98,39
"7023",911,627,462,482,615,309
"84662",1837,1323,907,1503,1772,925
"101926896",19,6,8,7,4,9
"100529144",683,542,357,543,604,341
"51025",448,387,241,348,396,220
"79585",324,216,150,258,289,166
"114990",802,479,337,489,461,256
"9093",5192,3749,2695,3921,4371,2382
"57407",1348,1076,773,901,948,576
"3163",1809,1409,960,1098,1269,748
"29965",310,227,167,176,263,129
"342346",27,17,20,17,11,9
"124402",1758,1401,966,1292,1781,928
"23295",2142,1448,1029,1756,1914,1071
"102466731",4,2,0,2,2,5
"84309",1887,1502,1036,1370,1672,836
"124401",1306,930,661,1083,1207,577
"146562",80,58,56,81,68,53
"26048",514,382,275,482,519,284
"124404",4,1,1,2,2,2
"440335",4,2,6,5,8,5
"79641",919,753,438,491,707,368
"84656",4096,2736,2068,2814,3118,1680
"29855",2503,1723,1178,1647,1798,1072
"5493",440,218,166,240,270,153
"105371064",18,12,9,12,19,13
"9717",1,1,2,5,10,1
"51172",795,555,429,434,522,227
"100507589",60,38,18,26,22,15
"146556",8,9,1,5,6,0
"56052",2079,1522,1075,1218,1302,686
"196483",1249,990,719,841,861,461
"107984828",1,0,1,3,0,0
"105371066",0,0,0,1,0,0
"54715",0,2,1,3,4,7
"105371072",0,0,0,0,0,1
"283953",0,0,0,2,0,0
"79091",669,535,345,751,873,489
"18",99,61,43,94,105,47
"107984840",1,0,0,0,2,0
"25880",573,436,303,528,528,286
"5373",3100,2137,1645,2100,2308,1348
"100130283",593,530,368,386,586,285
"23589",2859,2348,1625,1626,2113,1155
"101929989",1,1,1,4,6,5
"7874",6752,4292,3028,3679,4476,2447
"105371074",0,1,0,15,35,21
"29035",2566,1901,1317,2237,2434,1224
"101927026",3,0,0,1,2,1
"105371075",0,0,0,0,4,1
"101927009",0,0,0,5,0,2
"2903",0,0,1,1,2,1
"80063",332,225,175,427,430,228
"107984877",18,6,8,6,8,4
"106144584",4,1,3,1,0,1
"2013",2626,1903,1326,1226,1596,870
"146279",1,0,0,3,1,1
"105371079",0,0,0,1,0,0
"4682",872,732,425,656,746,389
"780776",329,249,167,207,272,141
"4261",362,268,161,269,320,171
"28955",662,576,362,381,443,279
"23274",960,648,483,695,720,470
"105371081",5,1,1,0,2,0
"107984859",6,4,3,9,11,3
"105371082",9,8,2,152,185,108
"8651",20,10,9,436,482,275
"5619",0,0,0,0,3,0
"105371083",14,6,8,12,12,6
"116028",1385,1105,609,742,877,533
"400499",29,13,10,169,163,86
"101927131",3,1,0,18,16,12
"9516",8375,6398,4642,5206,6310,3560
"8303",658,459,332,273,309,143
"51061",2031,1318,902,1209,1449,810
"29066",1599,1082,759,1311,1311,675
"400500",0,0,0,2,11,3
"26156",8964,6800,4590,6562,7326,3982
"105371084",798,530,354,566,552,293
"2935",8408,5721,3930,5566,5693,3155
"729978",47,28,15,44,52,29
"608",0,0,0,0,0,2
"92017",298,199,145,219,243,135
"642696",3,1,1,3,4,2
"101927227",0,0,0,0,0,2
"105371087",0,0,0,2,1,0
"105371085",2,4,4,4,0,2
"105371088",3,3,0,3,1,1
"55313",1756,1322,913,1004,1103,624
"105371090",4,2,3,0,1,3
"729993",1,1,2,3,2,4
"105371092",1,0,0,0,0,0
"2072",738,441,348,675,650,379
"101927348",2,0,0,1,1,0
"57496",1280,793,543,715,710,411
"100189086",0,0,0,1,0,0
"100129781",129,85,61,56,72,59
"574455",1,3,0,1,3,0
"100126355",4,3,0,7,3,0
"105447648",1,0,2,0,0,0
"5073",2590,1965,1373,1830,2103,1125
"105371094",46,41,30,35,29,18
"107984865",7,3,2,10,3,4
"51283",3379,2384,1728,2080,2369,1372
"8399",12,6,10,18,15,8
"642778",166,120,87,178,190,92
"100652777",3,0,3,4,3,3
"642799",175,130,91,183,196,92
"730013",8,11,9,5,18,5
"23420",10129,6301,4677,6219,6891,3887
"101927469",37,27,22,37,32,23
"100422960",1,0,0,1,0,0
"100422870",2,3,0,1,2,0
"109951030",1461,923,722,1212,1312,813
"100288162",114,78,57,101,99,61
"102465461",0,0,0,0,1,0
"9284",296,216,156,236,327,195
"23042",4996,3331,2334,3618,3751,2188
"100302243",0,0,1,2,0,1
"123803",731,597,359,466,476,298
"54700",2688,1895,1316,2146,2200,1222
"100505915",81,66,39,78,98,42
"105369154",1078,678,499,931,1061,603
"102465985",2,0,1,0,0,0
"100500852",0,0,0,0,1,1
"100288332",351,244,175,285,334,179
"255027",251,190,132,136,164,110
"89927",792,602,465,1037,1209,651
"105371102",0,1,1,3,3,0
"9665",1601,1073,712,998,1063,635
"102465252",20,11,10,15,13,9
"54820",1117,815,590,824,852,473
"619553",0,0,1,0,0,0
"4629",141,94,66,124,135,64
"123811",2073,1593,1081,1116,1320,674
"107984869",1,0,1,0,4,0
"4363",12650,7825,5623,9270,9982,5738
"368",218,152,98,125,152,78
"105371100",4,2,3,3,11,2
"408050",5389,3320,2350,3400,3452,2046
"105371099",262,168,114,203,192,99
"100422886",2,1,0,1,0,1
"100422956",2,3,0,1,2,0
"339044",1960,1280,983,1688,1821,1041
"102466812",0,0,0,0,1,0
"102465908",0,0,0,0,1,1
"102465683",0,0,0,0,1,0
"101059938",442,304,219,357,416,226
"64131",76,76,46,96,91,43
"102723692",6,7,5,8,9,2
"107987234",2,1,0,0,0,1
"107984893",0,0,0,0,1,0
"110006323",978,575,416,786,882,494
"101059953",248,176,113,181,260,137
"102465684",0,0,0,0,1,0
"110006322",1271,824,609,1044,1145,684
"102466259",1,0,0,0,0,0
"112268172",17,8,6,12,15,8
"100422836",2,3,0,1,1,0
"100423006",2,1,1,4,0,1
"102723728",3008,1959,1405,1950,2219,1222
"105379460",13,10,4,8,9,8
"103504729",2,2,1,4,1,1
"283820",8308,5184,3724,5290,5726,3189
"653190",18,9,6,11,6,6
"6210",15700,13240,9089,9938,12054,6834
"23204",17982,11858,8123,10245,10997,6270
"23049",3904,2215,1617,3482,3472,2028
"107984844",14,8,9,27,34,17
"79905",364,210,151,252,245,160
"102723385",82,67,46,61,83,36
"10229",676,482,299,474,512,278
"162073",2525,1491,1138,2908,3426,1827
"51760",613,437,289,419,510,232
"105371114",27,14,14,14,23,9
"728276",13,5,9,2,6,6
"79838",516,374,286,209,260,138
"51573",3772,2816,2044,2191,2479,1376
"9738",852,522,421,627,624,382
"57020",2498,1646,1241,1505,1629,926
"400506",3015,2232,1672,1871,2298,1315
"124152",479,338,248,326,427,196
"105371115",5,5,1,3,0,0
"51704",1064,725,524,610,712,418
"2813",0,0,0,2,0,1
"7369",0,0,0,1,0,0
"54988",2,0,0,0,1,0
"123876",2,2,1,0,3,0
"116285",0,0,0,2,6,1
"55623",1649,1200,805,1269,1382,799
"6296",463,315,230,244,295,137
"112479",607,389,285,429,407,224
"81691",288,219,152,347,340,183
"105371121",14,7,11,14,22,13
"123879",576,394,308,607,643,381
"57149",1284,875,677,828,1068,582
"55567",35,18,15,60,57,36
"107984888",0,1,0,0,0,0
"57146",532,369,271,313,383,221
"105371123",29,23,10,8,18,8
"257629",241,157,126,80,73,37
"1428",129,115,68,104,104,53
"105371125",0,0,0,17,40,13
"400508",23,19,15,21,27,21
"100652781",20,9,7,5,17,9
"23117",1018,680,465,770,842,458
"100190986",116,60,60,68,86,56
"100271836",293,180,117,337,346,203
"100500917",0,1,1,1,5,0
"387254",138,95,65,123,172,98
"101927814",2,1,1,0,8,2
"51108",3885,2767,2013,2160,2369,1340
"10261",28,7,13,10,22,8
"146183",3,2,2,10,14,6
"105371126",1,0,0,1,2,1
"730092",302,211,181,320,403,215
"112268174",39,17,20,25,30,18
"440345",1065,689,509,778,928,480
"7385",6158,4513,3010,3764,4359,2279
"255762",465,356,240,235,313,171
"730094",408,238,184,341,415,202
"105371129",35,18,22,18,47,12
"146177",9,13,9,13,23,17
"100288072",1,2,0,1,4,0
"29904",1498,979,747,770,837,448
"100189291",1,0,0,0,0,0
"55718",2284,1639,1159,1367,1627,916
"1039",1272,881,624,1052,1015,553
"440346",5,1,2,3,6,1
"105371130",23,12,11,8,16,12
"100131998",207,139,80,207,219,143
"641298",214,121,75,225,255,135
"100132247",2040,1419,903,1488,1690,771
"105371131",31,21,15,20,31,16
"653786",2,3,1,8,10,4
"112268175",1,0,0,2,2,1
"112268176",1,0,0,0,0,0
"57478",1196,690,508,822,945,472
"6340",2,1,0,32,36,22
"6338",13,8,6,2,15,6
"91949",939,664,489,719,814,438
"23062",2341,1526,1136,1287,1433,889
"124454",2417,1629,1168,1681,1873,1025
"56061",4600,3334,2302,3915,4166,2581
"4706",2244,1669,1149,1480,1679,890
"79728",807,541,371,696,734,405
"84516",2923,2097,1516,2186,2307,1424
"5347",6428,4465,3314,3206,3533,2009
"10595",50,57,41,35,40,21
"63928",0,2,0,8,2,0
"5579",11,10,6,9,10,9
"10368",1,1,0,1,1,0
"105371143",0,0,0,0,1,0
"5930",2785,1879,1352,3124,3706,1983
"27327",2742,1902,1383,1923,2284,1218
"115584",51,31,33,50,46,17
"55114",1193,795,562,1137,1228,720
"554206",21,16,18,35,38,36
"283887",4,4,0,13,7,5
"102723510",7,6,4,28,36,14
"51451",1118,842,632,964,1049,566
"100506655",5,6,3,2,3,5
"343",0,1,1,2,4,1
"342357",317,174,110,334,335,212
"105371147",0,0,0,2,0,0
"105371153",0,0,0,0,1,0
"79831",191,147,90,143,148,91
"197370",1892,1349,1029,1315,1504,794
"400512",13,8,8,16,23,13
"3566",1345,944,637,1074,1077,597
"50615",18,12,10,26,35,14
"283888",18,10,9,24,31,18
"2975",6124,4109,2919,3889,3934,2339
"23247",1131,780,587,1031,1010,595
"107984874",2,3,0,4,1,1
"100128079",32,19,18,31,28,15
"105371157",1,0,1,0,0,1
"146395",0,0,0,0,1,0
"23214",4681,3168,2348,3944,4053,2346
"388228",80,50,33,76,87,53
"728741",390,220,164,312,395,170
"728689",8324,5923,4235,5333,5801,3341
"102465520",4,3,2,4,4,2
"1201",1818,1298,853,863,1142,699
"55911",7,4,6,10,19,10
"246778",0,0,0,1,3,2
"26471",230,147,140,238,284,145
"112869",547,424,271,441,539,287
"6799",12,8,2,6,9,4
"6817",254,166,125,142,159,78
"107984835",3,0,1,0,2,2
"728734",126,78,58,117,157,80
"8663",8240,5912,4293,5278,5728,3406
"102465907",4,3,2,4,4,2
"100507607",504,338,237,411,518,259
"11273",6297,4431,3043,5684,6465,3602
"7284",16239,11600,8365,9545,11188,6082
"100616256",1846,1441,982,990,1282,690
"25970",2574,1751,1346,1922,2171,1172
"487",161,130,88,156,191,101
"100289092",136,124,100,98,132,70
"79874",1092,842,571,762,889,478
"930",4,1,3,3,2,0
"84901",2094,1457,947,1564,1831,993
"100616487",37,22,17,28,24,10
"83985",3757,2848,1910,2389,2557,1445
"27040",134,79,56,71,87,50
"653390",39,30,29,41,47,25
"101928215",1,0,0,0,0,0
"101928188",1,0,0,0,0,0
"105371159",2,6,0,11,43,17
"440352",2,0,0,4,3,2
"728888",500,350,244,330,413,223
"100422558",355,245,206,247,272,151
"107282092",1090,871,622,813,863,469
"606724",9,5,4,15,7,5
"552900",869,698,486,658,708,392
"79008",605,466,347,459,527,279
"100526831",1126,843,589,791,921,486
"445329",731,530,363,473,567,304
"388242",206,170,131,102,112,68
"440353",843,600,419,588,680,351
"440354",414,250,177,362,418,212
"105371168",20,24,9,28,31,21
"100847041",1,1,1,2,3,0
"6693",3,1,0,1,7,0
"23475",87,59,47,40,51,20
"283897",1,0,0,1,1,1
"653808",0,0,0,1,2,0
"105371167",0,0,1,0,1,3
"3835",3779,2747,2008,2301,2515,1493
"4150",5733,4603,3088,3464,4052,2272
"112268170",1702,1435,920,1128,1346,736
"112476",136,89,67,207,265,145
"79447",3047,2403,1641,1796,2102,1162
"9961",9912,6844,5045,7448,8399,4458
"10423",5820,4377,2967,3337,4173,2238
"440356",1,2,1,3,9,2
"26470",3043,2191,1514,2007,2280,1149
"253982",1414,1036,711,878,1157,649
"253980",1040,734,448,972,1215,627
"107984836",68,33,27,40,56,34
"124446",1790,1384,1046,1598,1821,928
"9344",4293,2978,2026,3194,3445,2065
"8479",1562,1245,892,1034,1232,694
"283899",3189,2529,1669,2065,2574,1455
"8448",1231,842,600,875,1094,583
"146378",5,3,2,2,2,3
"83723",15,19,8,7,22,5
"112694756",25942,20385,14296,16881,19992,11027
"226",26143,20564,14400,17027,20169,11127
"5531",6056,4969,3381,3973,5106,2762
"6911",49,17,13,12,28,19
"83719",162,128,92,76,95,65
"101928595",14,16,11,8,16,9
"79153",26,13,12,14,25,8
"5595",954,775,511,579,703,362
"107984834",18,10,8,9,16,8
"11151",91,53,39,55,60,32
"654483",907,768,498,807,763,415
"548593",1148,880,640,834,948,505
"100526830",1424,1061,754,973,1146,606
"6818",762,538,378,491,580,307
"613038",517,368,276,217,263,138
"101929894",25,18,11,10,22,7
"613037",570,419,292,482,495,267
"595101",268,175,117,202,233,116
"10421",4664,3540,2445,3731,4005,2295
"101928707",142,115,68,101,102,63
"26000",3134,2452,1574,2237,2559,1398
"29895",2,1,2,5,7,4
"1731",123,74,63,80,96,47
"197407",1043,697,575,779,873,464
"51333",428,318,176,186,196,152
"109616959",4,0,3,1,2,0
"79077",4283,3599,2463,2221,3151,1842
"22928",3221,2277,1609,2193,2478,1339
"3683",17,14,7,4,6,1
"100616405",2,0,0,0,0,0
"79724",2952,2163,1578,1872,2255,1273
"65988",385,241,176,434,463,245
"107984875",63,49,41,52,63,33
"92595",302,197,139,451,437,246
"146542",366,247,182,273,311,191
"146540",60,32,15,32,56,22
"115509",579,385,284,636,683,397
"78994",1333,973,684,1445,1592,855
"64319",2968,2137,1474,2709,3192,1899
"730183",64,39,28,59,56,35
"10847",5028,3229,2297,3375,3600,2158
"677813",0,1,1,2,0,1
"100862671",199,150,123,321,311,179
"5261",1152,852,625,1012,1143,578
"90835",200,133,111,189,198,90
"9810",6225,4421,3167,4568,4932,2833
"23361",2060,1459,1068,1633,1849,1029
"9274",910,778,436,428,532,317
"100616231",3,2,1,1,4,1
"101928736",258,284,156,183,213,106
"100313837",292,187,81,53,62,58
"1489",5,3,5,7,4,4
"283932",538,351,267,516,710,343
"54620",2227,1661,1121,1429,1767,1026
"93129",528,383,256,352,343,193
"9739",2339,1514,1077,1439,1650,960
"80270",656,481,339,513,542,359
"112755",162,125,106,346,389,235
"6810",2066,1584,1222,1897,2329,1290
"79759",740,574,404,712,812,431
"9726",1279,880,644,1542,1679,869
"339105",160,140,89,114,120,56
"79001",4263,3415,2273,2534,3044,1618
"10295",1688,1322,1022,1116,1345,729
"84148",1309,999,660,985,1179,609
"5652",2,5,2,3,3,0
"146547",16,18,10,19,23,5
"2521",19745,15370,10286,14915,18700,10319
"29108",171,136,85,104,122,85
"100652740",97,63,51,62,69,46
"493829",1,0,3,27,42,16
"260434",0,0,0,0,11,1
"3684",107,60,52,222,238,159
"3687",74,40,40,54,60,27
"3681",39,21,26,50,70,23
"1339",0,0,1,0,0,0
"283933",16,7,4,9,17,11
"79798",1007,698,440,844,921,508
"7041",962,720,505,686,829,418
"6524",814,615,406,603,736,395
"64755",3551,2538,1820,2530,2912,1595
"105371173",0,0,0,1,0,0
"102724018",0,1,0,0,1,1
"440359",22,14,9,9,17,11
"100132341",160,78,67,180,200,97
"124411",262,206,147,311,335,166
"107983990",23,20,10,76,92,50
"317702",0,0,0,0,2,0
"10308",560,360,242,641,600,381
"100289574",48,21,19,32,28,21
"729264",38,25,25,59,50,30
"24150",22,9,8,21,25,9
"386757",0,1,0,1,3,0
"653550",17,11,7,18,20,10
"102724101",17,9,5,18,19,10
"729355",17,11,6,20,22,13
"102724127",19,15,8,23,25,14
"101929031",0,0,0,0,1,0
"105369183",0,0,0,0,1,0
"102724485",0,0,0,0,0,1
"107984902",0,0,0,0,0,1
"102724928",0,0,0,0,0,1
"606551",82,49,32,44,56,30
"100130700",2,0,0,1,1,3
"105371204",1,0,0,0,3,1
"400533",0,3,1,1,3,2
"124149",7,1,0,39,33,12
"79801",3543,2396,1722,2005,2136,1208
"55737",7447,5114,3551,4688,5161,2839
"23594",1827,1284,881,1705,1826,956
"91807",5,11,3,36,47,24
"388272",511,380,239,551,794,394
"84706",1691,1191,867,1413,1760,894
"109623466",1,0,0,0,0,0
"10294",4192,3002,2057,2946,3424,1952
"81831",3720,2522,1764,2049,2183,1356
"101927102",297,198,138,155,217,109
"81533",2774,1813,1184,1728,1842,957
"101927080",29,11,13,19,20,12
"5257",3997,2752,1951,2320,2350,1349
"105371236",1,2,0,0,1,0
"100507534",0,0,0,0,0,1
"101927132",1,0,0,0,0,0
"105371237",1,0,0,0,0,0
"94160",2,0,2,3,4,3
"85320",155,93,54,98,85,58
"83752",3977,2619,1898,2448,2672,1487
"6477",926,632,453,692,775,407
"9683",1006,559,424,1298,1395,818
"105371240",18,16,6,14,7,6
"869",8,11,5,2,7,4
"102724859",2,6,2,5,6,6
"123970",0,0,0,0,0,1
"23090",6,10,2,13,20,14
"255919",798,614,417,778,833,439
"55027",1394,992,691,806,909,460
"64282",1294,859,624,999,1158,588
"113",1490,1009,699,940,949,577
"29117",4371,3039,2031,2917,3306,1919
"105371248",4,3,5,3,0,0
"85407",692,402,316,494,547,286
"124460",4,1,1,1,7,1
"101927272",0,1,1,4,2,0
"64127",2,5,2,26,27,11
"102724907",14,8,8,54,74,37
"1540",682,475,302,1573,1577,897
"100422972",1,0,0,1,0,1
"105371251",1,0,0,4,6,3
"105371252",0,0,0,3,1,1
"102724940",0,0,2,1,4,5
"105371253",0,0,0,0,0,1
"6299",47,37,19,72,84,53
"107984886",0,0,0,0,0,1
"105371256",0,0,0,3,1,0
"102723323",5,5,1,1,7,4
"107984892",0,1,0,0,0,0
"105371257",0,1,0,0,0,0
"101927364",1,1,0,0,0,0
"105371259",1,0,0,0,0,0
"27324",71,55,44,69,86,40
"643714",1,0,0,0,1,0
"105371264",12,8,2,8,6,3
"105371267",189,128,85,140,157,61
"80205",1930,1128,790,1501,1761,1025
"643802",2,0,0,0,0,0
"102723373",1,2,0,0,0,0
"5934",1960,1150,830,1082,1139,674
"64400",1283,875,633,719,793,456
"23322",808,534,340,465,494,287
"79068",1575,1156,730,1041,1226,677
"100505692",1,1,5,4,4,6
"105371271",4,3,2,7,12,3
"100996338",0,2,0,0,0,0
"79191",355,243,157,554,735,341
"105371272",0,1,0,0,2,0
"105371273",0,0,0,0,1,0
"101927480",0,0,0,1,1,0
"105371275",54,43,29,61,61,36
"105371276",2,1,0,1,4,5
"643911",386,269,158,226,192,120
"10265",94,74,47,151,184,106
"105371277",0,1,0,1,3,0
"79190",2,1,0,2,3,0
"4313",294,201,165,257,162,107
"54947",594,329,234,250,295,144
"6530",0,0,0,0,0,1
"390732",1,0,0,1,0,0
"51716",0,2,1,0,0,0
"1066",147,91,73,73,97,48
"221223",1,1,0,0,0,2
"105371281",0,0,0,3,0,1
"2775",15,11,7,16,22,18
"267",4187,2863,1961,2544,2705,1512
"11051",3808,2500,1838,2212,2520,1469
"55239",2369,1568,1109,1677,1826,1021
"583",1443,928,652,910,993,588
"84560",0,0,0,0,1,0
"4504",0,0,1,0,0,0
"4502",1972,1639,1120,6289,6001,2954
"4493",2,1,0,6,2,2
"4499",0,0,0,1,0,0
"4498",0,0,0,1,0,0
"4489",61,46,29,45,64,38
"326343",13,7,8,8,4,0
"4494",54,75,38,47,47,35
"4495",0,0,0,2,2,0
"644314",0,0,0,1,0,0
"4501",509,382,232,408,389,366
"105371286",4,1,0,7,8,4
"105371287",1,0,0,2,2,0
"9688",3506,2447,1859,2455,2559,1569
"6559",2,1,0,5,6,2
"9709",2859,2006,1467,4987,5184,3083
"1071",0,0,0,61,51,39
"84166",292,192,139,3102,3117,1755
"221184",1488,1055,763,903,991,587
"80011",4947,3465,2386,3060,3818,1938
"89970",1481,1075,723,1743,1809,1040
"23568",2657,2019,1366,1755,2013,1129
"51090",102,74,42,47,63,44
"100189130",0,3,0,0,0,1
"6367",4,1,0,21,10,1
"6376",5,1,1,54,43,31
"6361",0,0,0,22,14,2
"57019",3176,2261,1680,2158,2318,1247
"57017",3604,2719,1905,2256,2831,1436
"5432",4202,3042,2092,2596,3095,1525
"55715",5067,3705,2556,2496,2815,1406
"92922",692,538,389,457,543,285
"221188",35,16,8,7,9,2
"105371291",13,17,9,0,1,0
"107984889",20,13,10,5,3,4
"9289",11415,7251,5135,5864,6175,3606
"222487",2183,1454,1066,1282,1348,675
"84229",19,6,10,7,12,2
"107984852",12,7,1,46,50,25
"10300",1133,790,558,636,821,483
"3801",11438,7647,5708,9263,10332,5548
"102465463",50,40,27,41,37,24
"388282",573,383,314,305,390,206
"1258",8,10,8,16,15,19
"374739",2,3,2,1,5,1
"57567",994,783,528,1135,1112,711
"79650",3318,2501,1786,2315,2667,1535
"4324",2390,1555,1044,1250,1488,832
"29105",1316,1020,718,1152,1393,724
"101927556",1639,1156,813,1204,1331,769
"1459",1101,746,582,862,967,528
"29070",290,205,136,282,296,170
"105371293",0,0,0,0,0,1
"221191",32,14,14,19,35,14
"64785",971,738,493,621,619,364
"105371295",2,1,0,0,1,1
"65009",491,391,293,222,258,140
"79918",1321,870,619,819,869,455
"23019",6416,4011,2967,4029,3999,2491
"677827",0,1,0,0,1,1
"677830",0,0,2,1,1,0
"55238",899,662,433,481,575,348
"2806",9896,7299,5190,5617,6522,3770
"107984867",7,5,2,4,4,4
"105371296",0,0,0,0,0,2
"644649",3,0,1,1,3,1
"101927580",1,0,0,0,0,1
"1006",4,1,3,6,6,3
"105371307",2,2,0,1,2,2
"105371308",3,4,3,7,5,2
"105371311",0,0,0,7,3,2
"1009",149,74,68,130,162,80
"283867",0,0,0,0,1,0
"105371318",0,0,0,1,0,0
"1003",7,1,1,2,1,0
"100505865",36,23,12,14,15,14
"146227",43,27,13,36,30,16
"101927726",4,5,2,2,3,0
"7084",1333,876,632,863,906,537
"51192",921,722,462,626,682,360
"100529251",852,691,440,584,652,343
"113540",114,58,46,83,67,49
"146225",3,4,2,8,4,3
"146223",1811,1187,875,775,704,491
"123920",1375,1017,645,761,900,531
"1783",5439,3530,2477,3709,3931,2250
"106699570",9,5,4,22,31,15
"283847",10,2,3,7,9,2
"8883",2857,2056,1351,1738,1859,1029
"766",15,10,6,9,15,6
"57546",652,452,337,559,570,355
"107984821",2,0,0,1,3,1
"1014",293,205,148,137,187,68
"6236",67,33,26,161,154,89
"51647",3370,2853,1880,2616,3254,1769
"8824",2071,1468,1007,1947,2325,1291
"107984881",2,2,1,7,1,2
"23491",488,320,236,253,298,191
"283848",93,63,54,54,79,42
"865",1814,1249,843,1209,1318,770
"80262",921,593,437,630,696,384
"84752",940,613,476,537,597,349
"8717",1224,1010,672,1283,1486,838
"55336",284,200,124,260,249,138
"3299",818,585,416,670,772,408
"8996",1852,1512,966,1172,1379,745
"653319",865,598,458,665,731,428
"283849",41,23,18,187,216,125
"1874",2853,2026,1517,2492,2820,1599
"79767",233,155,109,185,256,124
"442901",4,1,2,1,1,1
"26231",98,75,32,55,76,38
"29100",1978,1338,911,1288,1579,756
"29109",3642,2569,1863,1726,1993,1133
"6553",401,244,180,296,331,187
"25894",1341,834,593,897,854,527
"146212",34,21,12,33,32,13
"55282",15,6,8,13,3,8
"51673",139,116,85,96,96,66
"29800",359,246,174,245,253,142
"3291",60,31,36,52,60,36
"9114",3584,2563,1962,2564,2966,1723
"101927837",116,71,56,79,82,48
"181",5,2,6,2,10,2
"100505942",27,17,21,36,33,24
"79567",1846,1187,949,980,1177,666
"107984813",8,16,3,20,25,18
"10664",3505,2425,1694,1937,2178,1306
"146206",93,74,38,72,95,45
"65057",1276,1028,669,877,1125,621
"50855",234,202,152,154,167,79
"84080",369,296,201,303,298,182
"388284",39,29,11,19,19,11
"81577",976,686,471,680,772,388
"57610",1040,676,486,876,922,496
"55815",70,51,48,59,57,35
"80152",2203,1575,1094,1428,1778,971
"57215",1798,1364,860,1003,1148,687
"10204",5242,4393,3130,3170,4281,2354
"23644",3362,2323,1708,2553,2755,1617
"123904",3,2,2,10,11,5
"5681",1281,1026,652,776,991,518
"1506",114,90,64,154,137,95
"5699",898,630,511,1611,1618,908
"3931",245,178,137,283,402,198
"6560",2587,1747,1285,1976,2240,1366
"64180",0,0,0,0,2,1
"64174",0,0,0,9,12,4
"100131303",0,0,0,5,3,1
"55794",811,576,419,684,781,421
"54920",1017,782,535,672,785,447
"4775",1149,758,535,992,1123,691
"80004",547,404,270,547,629,344
"102466194",0,0,1,0,0,0
"23659",625,425,274,346,332,167
"9057",1647,1082,822,1245,1464,785
"84138",1217,802,597,1062,1164,616
"54496",1677,1183,862,1402,1555,897
"55512",92,63,36,100,105,73
"146198",791,565,374,628,687,435
"1001",10,7,7,10,7,2
"999",3155,2062,1413,2054,2095,1087
"79613",1071,771,535,568,633,339
"3038",1026,746,480,775,842,493
"113455421",2117,1514,1052,1352,1552,894
"54921",2115,1513,1052,1351,1552,894
"84916",3357,2241,1606,2204,2643,1457
"6645",1276,776,593,841,992,558
"27183",5795,4236,3144,3683,4498,2685
"64146",1439,1103,651,709,833,532
"84342",1408,1032,672,853,970,548
"51388",2377,1682,1122,1807,1933,1042
"146456",29,24,13,41,29,22
"7014",1625,1118,792,1067,1195,689
"80777",10052,7707,5092,5897,6830,3912
"105371325",0,0,0,1,1,1
"100302119",2,2,1,1,4,3
"10725",2494,1555,1087,2279,2517,1412
"109617018",7,3,10,5,4,6
"1728",68744,50084,35786,44357,49855,28548
"28987",3448,2705,1889,2682,3035,1617
"11060",1882,1251,876,1202,1298,707
"348174",60,40,31,51,53,30
"283970",536,379,273,582,645,364
"100422922",0,0,0,0,1,0
"55066",2437,1553,1073,1506,1603,950
"400541",81,39,31,43,57,37
"283971",31,14,12,26,35,16
"105371328",17,10,6,16,18,7
"100506060",264,140,135,226,226,130
"118460",1612,1134,852,1260,1407,864
"16",17302,12332,8919,10319,11910,7131
"11269",1054,706,560,822,847,484
"100506083",126,91,80,130,141,86
"55308",2967,2019,1479,2237,2434,1320
"6483",2289,1626,1133,2094,2334,1462
"197258",878,613,401,719,747,426
"25839",3941,2789,2056,2568,2983,1629
"23450",11703,7875,5467,7125,8115,4671
"100113402",0,0,0,0,2,0
"692214",3,0,1,1,1,0
"146433",2,3,3,9,10,3
"92154",3491,2489,1842,1757,1983,1201
"55697",1847,1299,905,1172,1229,753
"100130894",107,89,59,54,67,37
"7198",2,0,1,0,2,0
"100188985",2,1,2,1,1,1
"100189220",0,0,0,0,0,1
"54768",12,10,12,11,14,11
"55783",1016,720,462,761,790,462
