"","WT_Mock_1","WT_Mock_2","WT_Mock_3","KO_Mock_1","KO_Mock_2","KO_Mock_3","WT_ZIKV_1","WT_ZIKV_2","WT_ZIKV_3","KO_ZIKV_1","KO_ZIKV_2","KO_ZIKV_3"
"79575",530,420,300,286,267,379,275,371,219,211,269,246
"64981",1828,1385,848,1138,918,1295,1077,1286,643,564,831,615
"79016",2444,2012,1333,1377,1227,1646,1771,2324,1322,1252,1832,1517
"57719",1024,706,536,461,419,741,646,754,466,415,576,453
"84705",1023,731,515,742,673,895,782,892,503,575,777,625
"83483",0,0,0,0,0,0,1,11,4,0,5,5
"105372298",0,0,0,0,0,0,1,0,1,0,1,0
"110806280",0,1,0,1,1,1,28,37,12,17,12,5
"684",43,26,23,9,7,12,1552,1677,799,160,273,240
"105221694",5,4,1,0,2,3,58,68,50,13,20,10
"93343",1090,883,633,719,512,795,787,911,472,379,577,442
"100130519",94,72,46,80,56,73,55,59,34,22,48,38
"115861",0,1,0,0,1,1,1,0,0,0,1,0
"376497",382,228,191,244,169,315,292,309,159,188,295,191
"100507551",397,296,193,310,274,386,302,326,179,179,276,244
"25796",1269,1014,679,1091,863,1231,996,1078,603,563,859,674
"199786",239,156,67,140,55,211,66,75,54,68,44,52
"79709",7071,4671,3357,4265,3717,5345,4175,4390,2541,1756,2789,2186
"23025",1326,866,576,123,133,195,880,1154,624,181,234,181
"55201",1621,1210,818,938,848,1192,1662,1895,959,1107,1705,1312
"23149",643,515,365,262,265,368,291,363,214,157,242,214
"10331",709,488,297,22,30,48,326,399,230,18,22,27
"3640",20,7,4,6,6,7,9,9,11,7,2,3
"3718",83,80,34,42,34,49,56,84,25,17,34,36
"6142",17886,15371,11252,17393,13956,19206,11185,16703,9181,9554,14166,12024
"26780",15,8,8,12,13,16,28,28,10,9,11,10
"6528",4,8,4,0,3,7,5,8,6,4,6,8
"115098",4014,3368,2411,2814,2211,3268,2510,3581,1909,1694,2499,2103
"3780",38,40,30,30,21,26,204,243,142,330,510,417
"27106",1230,861,564,688,559,874,1001,1163,618,670,991,784
"3594",1,0,2,1,0,0,5,8,1,3,2,0
"23031",593,364,257,194,189,263,280,320,190,110,154,140
"5296",1991,1509,933,1406,1231,1879,838,1036,659,622,905,755
"10437",840,630,483,323,275,410,1281,1290,688,354,568,507
"84769",755,566,427,484,437,510,455,643,337,321,525,396
"5864",68,64,47,20,17,31,47,53,32,18,5,13
"102725254",4,2,0,1,3,2,3,1,1,1,1,1
"5143",40,40,25,40,31,38,91,114,58,56,64,50
"729966",1,0,1,0,0,1,2,21,8,9,8,3
"80726",47,33,18,22,20,22,160,175,90,138,190,128
"3727",2760,1933,1215,1424,1114,1783,3248,4015,2172,2846,3730,3074
"100422833",1,2,2,1,0,0,2,0,0,3,0,0
"25804",6201,4898,3420,4078,3416,4733,4062,4945,2621,2019,3132,2599
"105372300",15,13,11,10,4,6,7,15,3,16,8,7
"54858",728,485,315,430,379,469,375,517,237,369,548,495
"9518",2309,1815,1210,1695,1320,1831,3274,3660,1970,1948,2888,2317
"100422943",34,14,20,16,24,28,16,20,16,11,12,7
"126364",3,0,0,1,0,2,1,1,2,2,0,0
"170463",1304,1032,598,1047,740,1427,556,696,413,492,590,479
"51477",1135,964,609,1489,1298,1763,670,846,450,682,1153,905
"8178",428,303,187,279,267,340,471,433,278,429,637,502
"23770",5893,4756,3220,4390,3350,4929,4097,4802,2546,2326,3607,2983
"79036",2681,2034,1388,2048,1576,2258,1696,2114,1208,1150,1803,1387
"7311",14403,12918,8636,12435,10098,14124,9206,12592,7040,6982,10334,8387
"55049",852,763,518,450,437,498,681,735,405,313,421,351
"9244",55,32,28,57,52,64,28,30,15,64,87,62
"25789",360,213,149,313,292,412,205,224,110,163,276,223
"55295",291,239,149,213,180,270,326,391,210,234,407,275
"23373",773,534,385,570,554,779,495,588,304,400,637,424
"1311",0,2,0,0,0,1,11,7,3,8,5,7
"5976",4580,3122,2189,2756,2548,3616,3179,3367,1917,2319,3328,2644
"10715",106,94,66,112,68,144,55,61,34,43,59,51
"2657",73,60,34,76,38,101,37,37,19,30,39,29
"11316",3259,2584,1754,2104,1617,2366,2638,3183,1600,1689,2394,1979
"54555",1595,1146,866,1149,959,1372,1428,1445,746,969,1338,1176
"9454",1172,968,644,1229,862,1459,750,946,551,972,1142,993
"102724360",8,11,10,11,7,9,10,14,9,11,17,14
"10147",4300,2949,2045,3119,2811,4009,2761,3007,1796,1857,2803,2321
"93436",1231,871,654,919,777,1100,775,826,469,443,621,541
"284439",135,107,72,80,59,98,96,111,54,64,88,65
"54929",1831,1302,851,1131,912,1366,1046,1189,649,618,893,696
"4207",270,183,135,168,140,192,213,280,149,149,214,184
"100271849",89,65,47,73,68,91,93,115,60,67,100,76
"729991",305,216,141,166,140,175,215,289,142,128,200,185
"8625",1529,1220,856,1204,1008,1410,1218,1453,732,821,1224,1004
"126382",998,752,556,817,673,993,689,804,417,453,707,602
"1463",5,2,1,0,0,5,12,4,2,2,6,4
"404037",10,3,3,12,14,17,4,8,4,11,22,14
"53345",8,11,9,36,24,38,9,9,6,15,24,20
"57794",1031,653,502,625,628,826,828,944,520,643,966,741
"23383",1339,812,550,827,759,1121,1037,1114,619,692,968,720
"54815",2095,1507,1069,1656,1458,1982,1371,1668,1023,1217,1640,1369
"693225",0,0,0,0,0,0,0,0,0,0,1,0
"83983",78,61,39,47,43,48,73,94,60,65,76,77
"51079",3221,3053,1945,2113,1792,2515,2433,2831,1492,1347,1983,1703
"374887",456,367,257,454,425,596,420,461,266,416,621,467
"148113",75,47,44,72,63,94,49,62,24,56,81,62
"80714",43,40,20,21,15,24,33,25,22,24,37,23
"9170",120,79,65,70,91,111,104,147,70,105,145,105
"51291",359,257,190,220,165,301,321,359,179,250,372,295
"57130",3334,2315,1616,2053,1831,2684,2252,2835,1603,1556,2129,1738
"94039",290,214,128,192,134,253,340,371,217,314,425,405
"7561",171,87,73,101,98,107,245,268,161,297,422,327
"101060187",0,0,0,0,0,0,40,40,19,43,62,51
"284440",29,13,5,18,21,26,17,18,12,18,23,20
"7608",11,3,1,11,9,10,8,8,5,16,23,17
"440515",28,14,10,15,13,20,23,25,21,18,23,23
"56242",3,0,3,1,1,1,3,3,3,6,8,3
"81931",0,1,1,1,0,0,2,3,1,1,1,0
"91120",0,0,0,0,2,1,0,0,2,0,2,0
"105372308",1,0,0,0,0,0,2,0,1,0,0,0
"105372309",0,0,0,1,0,0,0,0,0,0,1,0
"7643",24,17,9,11,14,22,17,22,8,11,13,19
"105372310",0,0,0,0,0,1,0,0,1,1,1,0
"90649",0,1,0,0,2,0,1,4,0,4,2,1
"664701",1,1,0,0,0,1,1,0,0,0,0,0
"100129842",6,2,6,1,1,4,4,3,1,3,2,0
"105372318",0,0,0,0,0,1,0,0,0,0,0,0
"199777",0,0,0,0,0,1,2,1,0,2,0,2
"7617",4,2,0,0,0,3,2,0,0,1,0,2
"7639",1,0,0,2,0,0,1,1,1,3,3,1
"112268247",0,0,0,0,0,0,1,0,0,0,0,0
"80264",124,97,70,82,60,110,132,142,47,101,145,147
"148206",367,239,164,195,146,245,216,245,149,185,221,189
"170959",453,292,227,237,205,333,347,349,208,293,365,337
"7562",76,45,37,71,55,89,87,76,43,89,128,75
"148203",21,18,8,44,38,61,18,19,8,52,36,34
"284443",6,6,4,8,5,9,9,10,5,11,10,9
"105372321",0,0,0,1,0,0,0,0,1,0,2,0
"353088",0,1,1,0,0,1,1,1,3,1,2,0
"101929007",0,0,1,0,0,0,0,0,0,0,0,0
"163227",0,0,0,0,0,0,0,0,1,1,1,0
"641367",0,0,0,0,0,0,0,1,1,0,0,0
"7594",227,154,109,195,155,235,161,156,100,101,166,127
"105372326",0,0,0,0,0,0,0,1,0,0,0,0
"7757",0,0,0,0,0,0,0,1,0,0,0,0
"113835",0,0,0,0,1,0,1,0,1,1,1,2
"440518",0,0,0,0,0,0,0,1,0,0,0,0
"57615",0,0,0,0,2,0,0,1,0,0,3,0
"7652",0,0,0,0,0,0,1,1,1,1,0,0
"388523",0,0,0,0,1,0,0,0,0,0,0,0
"101929144",0,0,0,1,0,0,0,0,1,0,0,0
"100129543",0,0,0,0,0,1,0,2,1,1,0,1
"440519",54,28,31,55,49,45,30,35,21,50,53,53
"100132815",57,33,26,44,41,53,53,41,30,31,45,34
"7644",15,15,14,11,10,26,20,34,17,35,36,24
"107985285",0,0,0,0,0,0,1,0,3,0,2,0
"104472717",1,1,1,1,1,0,0,2,0,0,0,0
"105372337",1,0,0,0,0,0,0,0,0,0,0,1
"105372338",2,1,2,3,0,3,4,2,2,0,2,9
"171392",239,161,90,163,152,234,175,155,88,154,248,199
"148213",2,1,1,9,7,6,2,5,2,10,6,3
"388524",3191,2577,1713,2724,2132,3312,1595,2210,1183,1257,1846,1569
"730087",24,21,10,23,28,31,37,44,12,29,43,44
"100505851",0,0,0,1,0,0,1,0,0,0,0,0
"9534",484,349,282,271,224,327,440,482,247,338,438,359
"100101266",4,6,7,6,0,6,5,2,4,1,7,3
"105372345",13,8,1,9,9,7,5,7,3,6,9,6
"148189",289,189,179,216,193,280,244,284,158,268,360,311
"101927151",422,305,222,354,329,501,353,349,210,259,381,359
"105372348",0,0,0,1,1,0,1,0,0,0,0,0
"105372347",0,0,0,1,0,0,0,0,0,0,0,0
"105372346",0,1,0,0,0,0,0,0,0,0,0,0
"100420587",0,0,0,0,0,0,2,2,0,0,1,0
"102724908",9,5,3,0,0,3,29,36,14,5,2,2
"100505835",2,0,0,2,0,0,132,137,63,6,10,9
"7386",9722,7673,5139,5426,4544,6487,6562,7168,3774,2823,4313,3359
"105372352",13,4,11,2,6,6,65,72,34,20,47,25
"284395",0,0,0,0,0,0,0,0,2,0,0,0
"342865",1,0,0,2,0,0,2,0,0,0,0,0
"10775",3204,2525,1593,2069,1829,2381,2019,2275,1289,1248,1812,1485
"105372353",5,1,2,1,0,3,2,0,1,0,0,0
"79156",250,178,124,115,120,163,184,197,117,109,160,122
"83636",2045,1529,1067,1268,1163,1668,2073,2390,1389,1466,1980,1703
"107985345",5,8,7,4,2,2,47,46,25,36,47,40
"898",1763,1249,822,867,718,1175,984,1080,662,519,797,612
"8725",5456,3566,2527,3957,3199,4943,2988,3316,1946,2300,3094,2728
"107985271",2,0,0,1,0,2,0,5,1,2,3,2
"9745",0,0,0,1,0,0,32,32,22,35,55,39
"105372354",0,0,0,0,0,0,0,0,1,0,0,0
"105372355",0,0,0,0,0,0,0,0,0,0,0,1
"105372358",0,0,0,1,1,0,0,0,0,1,3,2
"105372356",0,0,0,0,0,0,0,1,0,0,0,0
"57616",159,80,74,243,213,303,130,156,96,380,489,406
"107985311",0,0,1,1,0,4,5,2,1,6,9,3
"105376899",0,0,0,0,0,0,0,0,0,2,0,1
"101927411",0,0,0,0,0,0,0,1,0,0,0,0
"22847",1702,1103,712,987,934,1289,1259,1365,733,1051,1501,1187
"400684",95,66,50,50,36,68,89,105,37,31,61,49
"147991",1390,820,586,903,861,1214,751,837,460,692,962,719
"9141",6334,5173,3552,5644,4604,6538,4577,6017,3363,4206,6116,5055
"84079",2389,1598,1103,1819,1592,2255,1458,1563,936,1198,1571,1357
"109616972",3,1,3,4,3,4,3,5,5,2,5,4
"388531",15,20,12,17,7,19,16,12,11,8,14,15
"390916",2246,1474,1068,1362,1079,1757,1412,1722,929,1425,1859,1444
"91646",45,45,19,35,42,39,56,36,26,37,48,32
"11136",67,42,28,64,49,71,59,85,42,63,102,63
"84902",1960,1400,1001,1468,1291,1826,1339,1573,903,1173,1561,1285
"91442",608,440,381,428,358,489,344,414,183,207,344,283
"85415",3666,2481,1678,2204,1960,2571,2363,2545,1468,1557,1989,1579
"55094",1181,776,571,911,859,1194,865,1052,601,774,1193,953
"126248",79,34,44,27,33,45,84,87,54,37,56,35
"4037",3275,2415,1609,2280,1776,2764,1962,2145,1160,866,1323,1154
"56301",27,20,11,10,12,15,7,13,11,4,9,6
"1050",771,530,381,187,143,258,610,635,371,492,555,510
"80054",226,206,122,82,77,129,79,117,60,26,64,41
"1054",4026,2864,2144,3136,2563,3772,4785,5132,2758,4773,6502,5579
"5184",4406,3459,2415,3816,3061,4657,2860,3367,1857,2075,3002,2589
"105372370",6,1,8,3,2,4,2,1,1,1,1,3
"100996681",0,0,0,0,0,0,5,8,2,4,12,4
"64377",0,0,0,0,0,0,15,11,3,8,7,7
"79047",5357,3640,2635,2981,2622,3937,3340,3806,2071,1866,2665,2196
"105372371",0,1,0,1,0,0,0,0,0,0,0,1
"26065",8783,6212,4404,5679,4793,6836,5675,7250,3937,5008,6936,5949
"9710",1175,713,503,643,650,883,1099,1124,701,843,1063,938
"2821",49474,36138,25728,31539,26681,37048,25937,32719,18534,14571,21622,18137
"84306",919,646,437,745,593,887,746,859,419,470,758,681
"10054",10148,7191,5043,7213,6227,9159,6739,7127,4005,4932,6876,5650
"126374",934,661,477,548,451,744,847,933,513,591,838,673
"100129800",10,4,4,4,3,8,7,9,7,5,7,11
"643719",55,31,22,49,44,50,71,76,27,30,53,49
"284402",13,2,6,5,8,8,7,5,3,5,4,9
"100130342",0,0,0,0,0,3,3,1,2,0,1,1
"55900",2128,1330,951,1523,1291,1978,1946,2216,1156,1285,1872,1420
"339318",651,417,287,547,439,541,556,678,341,458,671,504
"148103",54,53,39,30,36,52,47,66,35,22,35,25
"400685",1,0,0,0,0,1,0,0,0,0,1,0
"100652909",0,0,0,0,0,0,2,0,0,0,0,0
"100652911",0,0,0,0,0,0,0,2,0,0,0,1
"102723513",1,2,1,0,0,2,0,2,2,1,1,3
"90075",540,377,258,368,285,457,292,323,168,146,226,185
"126375",207,146,94,116,105,165,98,117,60,45,57,52
"57655",13868,9892,6495,7145,6402,9305,8405,10321,5336,5493,7831,6185
"6324",793,602,429,727,674,935,465,575,315,426,616,516
"3249",17,4,3,6,8,4,12,25,5,9,20,14
"100128675",3,1,0,0,0,0,1,3,3,3,5,3
"5349",6,11,6,0,0,0,35,35,19,1,2,1
"102466205",0,0,0,0,0,0,1,0,0,0,0,0
"163175",4,1,3,2,3,1,12,6,2,14,12,8
"5348",1,2,2,0,1,0,5,5,4,3,1,2
"53822",3,5,2,2,2,6,3,2,2,0,5,1
"53827",2036,1535,964,1276,1141,1589,1205,1617,836,788,1116,980
"105372379",0,0,0,0,0,0,0,1,0,0,0,0
"148109",1,0,0,0,0,0,2,1,2,3,1,2
"51599",1894,1213,828,567,428,699,2354,2751,1397,989,1368,1065
"105372380",16,18,8,4,7,2,32,26,11,16,23,12
"7392",7386,5825,3908,5010,4242,5952,4219,5512,2919,2709,3949,3297
"57817",1,0,0,0,0,0,2,1,1,0,0,2
"4099",0,1,0,0,0,0,2,0,0,0,0,2
"933",101,55,43,18,4,16,30,47,14,4,16,12
"100847070",2,4,3,0,1,2,1,4,1,0,1,2
"2864",0,0,0,0,0,0,0,0,0,0,1,0
"2865",1,0,0,0,0,0,4,0,0,0,2,0
"2866",1,0,0,0,0,0,0,0,0,0,1,0
"100128682",0,0,0,0,0,0,1,1,1,1,2,3
"101927522",0,0,0,0,0,0,0,13,2,0,0,0
"2867",7,0,1,0,0,1,3,10,9,5,6,2
"388533",5,0,0,2,4,1,1,4,1,1,3,5
"93099",727,544,379,1126,948,1305,474,702,389,958,1473,1176
"374897",49,38,22,42,40,41,161,197,95,111,167,128
"26330",484,360,231,314,270,477,533,655,386,399,549,461
"100506469",2292,1607,1157,1664,1372,1983,1533,1902,1007,1009,1573,1206
"10430",8341,6492,4518,6701,5538,7694,5687,6616,3554,3514,5261,4378
"495",8,7,4,9,21,16,899,1049,489,1426,1962,1475
"102723617",0,0,0,0,0,0,3,7,4,9,19,4
"23354",1930,1389,894,1687,1514,2094,1292,1496,877,1512,2155,1621
"79171",9214,7237,4919,7149,5793,8179,7714,9295,4751,5935,8938,7354
"2116",53,55,20,27,28,64,87,96,40,74,90,57
"1340",12405,9827,6764,8229,6411,9266,7167,10211,5400,4842,6941,5975
"11045",17,19,10,13,9,13,52,66,31,46,76,54
"100862728",4,8,1,3,4,5,17,13,8,20,23,13
"27033",49,32,13,31,38,31,51,37,24,42,38,21
"9757",5269,3534,2605,3795,3376,4927,4630,5073,2980,3704,4943,4167
"79713",386,291,209,239,207,269,431,443,255,147,202,168
"199746",856,712,512,822,701,937,736,892,463,706,1044,749
"55851",3674,2933,1939,2810,2291,3246,3006,3189,1754,1962,2919,2272
"55957",603,427,336,493,415,609,866,1106,589,949,1306,1037
"126393",35,20,11,29,14,16,40,37,19,19,29,36
"148137",1811,1111,820,1146,1115,1479,1068,1243,723,841,1174,857
"115703",394,276,188,369,356,545,206,218,140,204,237,232
"644050",1,0,0,0,0,0,1,3,3,4,6,12
"58510",133,110,69,1,2,4,59,64,41,8,14,9
"4868",35,18,7,7,11,14,67,74,41,67,84,39
"84063",31,25,20,8,15,19,130,147,83,131,188,143
"107985317",8,4,2,1,1,7,11,10,12,8,18,10
"333",4611,3369,2184,2123,1871,2571,2969,3436,1935,1250,1862,1567
"84807",265,177,157,199,187,314,626,647,354,557,796,574
"10870",22,6,10,11,5,9,26,35,9,6,17,5
"7305",0,0,0,0,0,7,0,1,1,1,0,0
"79414",1371,968,649,743,721,944,871,872,536,376,641,495
"105372383",17,13,5,14,13,9,12,12,4,4,5,7
"644096",1091,807,566,669,561,806,679,864,418,354,595,513
"163183",59,38,30,39,28,50,89,123,57,99,113,77
"84964",1232,1005,693,791,687,1047,763,1081,600,699,984,745
"101927572",98,80,52,78,61,101,72,71,44,65,69,61
"25999",302,187,154,181,175,252,204,189,137,162,193,189
"199745",407,282,196,217,204,314,267,276,136,146,205,173
"284403",2925,2040,1430,2328,2038,2881,1724,1795,1057,1295,1939,1505
"728361",25,24,17,19,21,28,40,35,24,15,30,24
"5438",2313,1916,1434,2108,1627,2224,1568,2163,1165,1300,1917,1653
"1155",8326,6935,4838,6286,5040,7227,5880,7243,3902,3615,5286,4470
"105372385",30,36,23,21,15,21,52,81,47,56,71,58
"826",19549,14812,10869,14930,12143,17103,11419,15197,8537,8109,11970,10112
"1346",25,20,15,19,27,18,14,22,3,10,12,16
"147929",285,162,124,186,143,203,147,193,135,114,183,180
"7705",5918,3935,2823,4698,3955,5962,4133,4366,2331,3660,5012,4125
"107985304",1347,875,629,1025,934,1395,902,912,543,792,1095,917
"100134317",0,2,0,2,0,1,0,0,1,0,5,0
"100506930",25,20,16,12,11,14,54,44,21,36,64,39
"57677",373,267,179,221,257,310,218,291,126,130,161,190
"284406",175,147,79,73,39,82,145,155,87,57,53,68
"644189",0,0,0,0,0,0,0,1,0,0,0,0
"84924",551,364,279,324,286,429,388,487,251,382,460,405
"728752",77,57,35,43,33,50,88,98,70,59,80,63
"339324",978,610,435,750,690,998,902,1026,576,879,1154,937
"57711",104,61,54,84,78,115,195,215,126,210,239,201
"101927599",26,44,11,17,24,32,61,59,33,57,49,38
"84911",5,1,0,1,1,3,21,18,4,16,27,17
"92283",314,202,176,254,248,294,453,560,263,512,680,584
"163081",452,322,228,351,260,412,591,668,311,585,751,610
"101927621",44,46,24,22,17,30,48,52,27,25,35,33
"342892",42,25,18,10,15,30,44,63,26,37,26,30
"728485",1,1,0,0,0,0,0,3,0,3,0,1
"284408",3,4,2,0,1,1,2,8,1,2,0,1
"388536",7,6,3,0,3,5,6,5,4,2,5,1
"25850",2,3,1,1,2,1,6,7,1,1,0,1
"374899",17,21,10,12,4,12,33,37,22,8,21,13
"374900",40,19,20,10,4,12,34,19,18,6,15,10
"147923",247,155,112,179,150,225,256,252,121,228,330,249
"105372390",0,1,0,2,0,1,2,3,1,5,2,1
"199704",138,74,66,91,81,119,193,178,114,178,205,165
"92285",122,86,45,46,22,43,117,129,66,82,109,78
"163087",374,210,137,224,231,359,512,519,307,439,646,519
"101927667",1,0,0,0,0,0,3,0,0,3,0,1
"284412",0,1,0,1,0,1,1,0,1,0,0,3
"284459",859,557,442,679,638,795,627,710,414,566,778,620
"84503",242,179,108,181,164,223,192,200,130,140,239,186
"148266",360,210,132,169,132,181,247,272,161,150,183,147
"148268",134,76,84,23,10,28,112,152,87,32,30,23
"101927720",0,0,0,0,0,1,0,0,2,0,0,0
"390927",1,2,1,0,0,0,14,23,17,27,39,34
"100507433",9,5,5,4,6,9,12,14,13,10,20,16
"163255",17,7,1,16,15,8,21,25,7,17,22,33
"51276",38,45,23,34,27,42,64,62,35,66,94,74
"22835",525,331,245,293,266,411,453,422,253,305,364,317
"163115",4,0,1,1,2,1,3,7,2,1,3,1
"84775",428,238,192,315,259,407,261,249,158,207,292,252
"126231",61,61,26,30,24,62,44,56,21,30,38,24
"105372395",0,0,1,1,2,0,2,1,1,0,3,0
"83889",2,0,0,0,0,0,4,2,1,3,0,1
"23094",6136,4058,2917,3715,3452,4904,4104,4540,2788,3709,5108,4155
"105372396",2,1,1,0,0,1,1,1,2,2,1,0
"109623473",5,8,1,5,2,3,0,4,2,2,1,1
"8193",281,215,166,232,178,296,229,284,154,212,292,270
"94274",1443,1108,811,814,691,971,861,1082,577,421,662,528
"10653",18992,13541,9483,4080,3425,5127,12536,13770,7143,2014,3344,2585
"90522",7096,5442,3708,4524,3720,5433,4490,5667,3044,2761,4054,3429
"64073",2449,1936,1397,1234,976,1448,1505,2102,1136,804,1178,946
"9424",448,327,189,112,107,137,262,326,200,106,166,122
"57828",73,38,45,28,27,33,105,119,82,60,101,64
"5714",9422,7849,5054,6685,5696,8042,6338,7864,4308,4565,6421,5443
"199720",137,64,47,42,42,72,118,124,80,56,65,64
"399473",324,173,150,100,97,139,254,355,174,181,255,154
"147965",1346,1170,720,667,525,807,775,1017,554,406,543,450
"115727",21,16,13,10,10,17,28,42,20,14,20,19
"6261",124,78,70,39,28,35,90,87,58,35,40,21
"11184",60,51,35,39,37,45,57,62,32,17,38,32
"105372397",19,9,12,8,6,8,14,14,7,5,9,6
"27335",9448,7555,5295,7397,5983,8432,6929,7386,3926,4067,6014,5144
"81",80760,56787,40521,55197,48152,68232,46278,59634,33479,32811,48081,40315
"107985291",28,19,9,22,26,35,21,28,14,17,21,21
"147968",3368,2763,1847,2229,1730,2758,1927,2983,1430,1498,2223,1910
"3963",1,4,1,0,0,0,1,3,0,1,1,2
"653499",0,1,1,0,0,0,2,1,1,1,0,1
"3960",37,36,23,19,20,27,23,53,17,13,29,22
"1891",11761,9833,6547,6594,5480,7811,7456,9157,4560,3789,5743,4849
"3191",19995,14167,9916,14401,12353,17751,13219,15378,8594,9337,12935,10629
"126432",101,92,59,51,25,47,90,97,53,36,55,27
"22933",1239,879,673,858,701,1015,900,1073,659,737,1050,927
"4793",2384,1718,1295,1916,1495,2195,2689,3326,1726,3033,4196,3582
"643669",394,309,225,311,269,342,476,579,298,535,750,617
"54938",1911,1400,958,1316,1133,1594,1020,1313,751,659,930,752
"6183",5383,4109,2927,4220,3432,4629,3332,4007,2253,2124,3328,2816
"115290",4470,3330,2475,3709,3318,4479,3000,3445,1956,2451,3499,3016
"126433",243,179,130,138,117,183,144,167,109,82,128,111
"390928",5,3,0,5,3,6,7,7,3,10,11,5
"10298",9116,7030,4831,6424,5595,7658,6010,7086,3770,4223,6341,5137
"342897",29,8,8,11,2,6,30,49,17,43,62,63
"342898",0,0,0,0,1,0,17,12,5,14,21,4
"282617",4,1,0,14,11,10,1700,1933,1105,1521,2110,1752
"101180976",0,0,0,0,2,1,153,185,75,168,202,184
"282616",4,1,1,7,5,5,1730,1932,1009,1240,1662,1352
"282618",7,5,3,25,13,14,3152,3752,1978,3008,4243,3303
"57622",1125,790,493,551,472,663,1446,1510,806,1208,1567,1234
"9535",12,3,5,5,14,6,63,67,53,64,98,74
"55095",5067,3386,2341,3503,3287,4862,3494,4095,2231,2815,3984,3207
"54623",5770,4466,3102,3716,3222,4468,4860,5586,3075,3689,5501,4557
"55588",4420,3102,2211,2559,2367,3289,4308,5110,2644,3333,4468,3655
"7538",984,666,498,287,284,419,4818,5405,2968,4065,5613,4318
"100616163",1,0,0,1,1,0,1,0,5,0,0,1
"100189324",1,0,1,1,4,3,20,8,9,9,7,3
"64857",3277,2266,1600,1982,1831,2676,2635,2867,1514,2055,2798,2246
"6217",61372,52633,35907,52838,43423,59687,46558,53696,29880,33385,48073,40779
"6829",13801,9693,6946,9548,8097,11368,10822,12568,6922,7711,11344,9035
"109623469",11,13,16,5,4,9,38,31,21,15,30,20
"92609",9109,6827,4995,8125,6558,9647,5644,6995,3874,4389,6647,5313
"10683",275,257,172,215,200,258,198,219,152,122,155,136
"348303",0,0,0,1,0,2,5,22,7,9,13,7
"126272",378,274,169,210,198,293,595,640,328,219,340,226
"163126",1833,1252,729,1109,752,1498,1140,1359,780,1169,1317,1066
"105372399",0,0,0,0,0,0,0,2,1,0,1,3
"100129935",0,0,0,0,0,0,0,1,0,0,0,0
"148003",0,0,0,0,0,0,0,2,0,0,0,0
"400696",0,0,0,1,0,0,209,240,101,18,21,25
"1178",0,0,0,0,0,0,0,0,0,0,2,0
"9149",930,697,428,669,565,784,738,890,427,661,974,715
"102465974",5,4,4,4,12,4,7,9,2,10,9,11
"2091",15896,13693,8901,15046,12249,16842,9678,12478,6954,7152,10833,9008
"8857",1435,758,508,261,260,408,1070,1136,639,246,403,312
"5704",13126,9936,7027,7938,6705,9410,8886,11538,6360,5761,8778,7291
"339327",458,275,207,234,213,357,389,431,264,411,474,402
"163131",928,551,372,543,486,652,654,813,427,526,559,530
"284323",1006,634,501,556,589,841,865,980,516,737,1008,877
"4294",1969,1353,892,1095,952,1429,2095,2562,1414,1907,2569,2027
"148014",10,8,7,14,16,7,629,699,365,392,557,485
"79935",35,25,14,33,23,29,219,247,107,122,198,133
"208",9578,6923,4904,7288,6429,9121,6168,7611,4389,3955,6038,4714
"107985289",15,13,7,17,13,34,33,33,25,16,19,14
"693226",5,3,2,4,5,5,3,2,2,2,4,3
"126526",1354,891,696,896,829,1159,966,1079,675,805,1307,935
"23646",12251,8542,5881,6921,6168,8724,7610,8734,4608,4046,5961,4849
"102465477",7,4,5,3,8,5,4,5,2,3,8,2
"147746",31,14,13,24,20,25,20,31,17,9,15,18
"57716",204,152,100,149,114,207,163,226,126,132,174,150
"29950",1264,897,631,896,689,1023,2339,2715,1493,1912,2811,2190
"29946",1596,1170,852,1045,872,1200,1824,2368,1198,1295,1893,1481
"105372489",280,209,159,183,168,213,243,411,197,218,310,236
"645",5960,4875,3429,3604,2835,4079,4319,5224,2736,2308,3286,2627
"57731",163,124,91,61,53,69,98,116,61,41,61,47
"92799",6126,4941,3262,3833,3155,4493,4482,5303,2854,2550,3792,2922
"8425",1707,1251,866,1976,1751,2463,1292,1523,819,1557,2271,1698
"9253",1974,1331,890,1476,1337,1839,1005,1191,675,828,1088,893
"79934",2864,2087,1413,1401,1249,1758,2060,2252,1216,1143,1708,1282
"80271",991,721,508,595,463,722,1261,1403,698,1264,1703,1374
"284325",2173,1579,1151,1654,1568,2073,2015,2388,1293,1656,2316,1832
"6626",3227,2518,1819,2418,2166,2921,2796,3022,1662,1433,2094,1650
"8190",26,15,14,25,14,16,27,22,17,24,37,18
"100529262",445,351,228,221,190,252,321,381,207,177,265,214
"100529264",2265,1746,1268,1584,1339,1822,1775,1927,1089,1193,1765,1407
"53916",431,343,223,213,187,248,315,375,201,170,250,203
"112398",1902,1441,1075,1403,1187,1621,1509,1627,912,1055,1563,1241
"171523",34,16,11,24,13,23,13,8,12,12,17,6
"1548",14,10,5,4,6,12,21,21,8,5,3,9
"1549",4,5,7,5,7,4,8,14,4,5,5,6
"22952",1,4,1,3,2,4,2,8,2,0,1,3
"1556",5,3,1,1,2,3,1,6,6,7,2,2
"1555",2,1,2,0,0,0,4,2,2,0,0,0
"1553",0,1,0,0,0,0,1,1,0,0,1,1
